Hisse,Adı,Sektör,Alt Grup,Açıklama,Beta,Fiyat/Kazanç Oranı,PD/DD Oranı,Fiyat/Satış Oranı,Kâr Marjı (%),Dolaşımdaki Lot,Toplam Gelir,Net Kâr,Son Kapanış Fiyatı,52 Hafta En Yüksek,52 Hafta En Düşük,Ortalama Hacim (10 gün),Temettü Verimi (%),Son Temettü Tarihi,Piyasa Değeri,Son Fiyat,1 Ay Değişim (%),3 Ay Değişim (%),6 Ay Değişim (%),1 Yıl Değişim (%),3 Yıl Değişim (%),5 Yıl Değişim (%),Volatilite
INTEM.IS,INTEMA,Consumer Cyclical,"Furnishings, Fixtures & Appliances","Intema Insaat ve Tesisat Malzemeleri Yatirim ve Pazarlama A.S. markets and sells building products in Turkey. It provides ceramic sanitary ware, armatures, bathtubs, shower trays, built-in reservoirs, bathroom furniture, ceramic coating products, construction chemicals, kitchen furniture, counters and accessories, kitchen appliances, and small household appliances under the VitrA Bathroom, VitrA Karo, Artema, Villeroy & Boch, and Intema brands., as well as Norm, Selena, and Punto brand names. The company provides its products through its retail stores, as well as through wholesale channels. Intema Insaat ve Tesisat Malzemeleri Yatirim ve Pazarlama A.S. was incorporated in 1978 and is headquartered in Istanbul, Turkey.",1,Bilinmiyor,6.2998233,4.6192575,-4.227,19164200,944258304,-39917840,227.6,418,185.2,93942,,Bilinmiyor,4361772032,227.60000610351562,0.4856539088369205,2.986428101138292,-8.299754673,16.71795184795673,,2501.142926897321,0.7036887009265076
INVEO.IS,INVEO YATIRIM HOLDING,Financial Services,Capital Markets,"Inveo Yatirim Holding Anonim Sirketi invests in capital markets and financial technology companies. The company was incorporated in 1998 and is headquartered in Istanbul, Turkey.",-0.191,Bilinmiyor,1.0633518,-2.9928863,,1000000000,-2372861184,-4309432832,7.1,7.97,0.9402,1836490,,Bilinmiyor,7101703680,7.099999904632568,655.1584899091147,655.1584899091147,655.1584899091147,655.1584899091147,,2417.819821446047,1.0208115565260778
INVES.IS,INVESTCO HOLDING,Financial Services,Asset Management,"Investco Holding A.S. operates as an investment company in Turkey. It invests in companies operating in renewable energy, mining, chemistry, iron-steel, technology and software, venture capital, food, and healthcare industries. The company was incorporated in 2011 and is based in Istanbul, Turkey.",0.241,23.73366,2.5501695,23.356339,88.764,187500000,2332075776,2070032896,290,403.25,275.5,38299,,Bilinmiyor,54468751360,,-7.850911975,-9.782608696,-15.12052593,-27.19298246,,,
IPEKE.IS,IPEK DOGAL ENERJI,Basic Materials,Gold,"Ipek Dogal Enerji Kaynaklari Arastirma ve Üretim A.S., together with its subsidiaries, engages in the research, development, and production of oil, natural gas, and energy and energy resources in Turkey. It is also involved in the construction; air transportation; tourism and hotel management; and food and farming businesses. The company was incorporated in 1968 and is based in Ankara, Turkey. Ipek Dogal Enerji Kaynaklari Arastirma ve Üretim A.S. is a subsidiary of Koza Ipek Holding A.S.",0.837,22.896229,1.855221,1.5481601,0.38400001,259786000,8145161216,31261000,49.5,60.35,29.12,8648579,,Bilinmiyor,12610013184,48.540000915527344,-5.102640337,9.225928027716472,21.532304918676935,64.31956469579147,,500,0.5457510527277962
ISATR.IS,IS BANKASI (A),Financial Services,Banks - Regional,"Türkiye Is Bankasi A.S. provides various banking products and services in Turkey. The company offers personal, car, house, cash, and non-cash loans; debit and credit cards; and deposit and investment products and services, such as mutual funds, gold, term deposits, non-term deposits, debt instruments, equities, warrants, eurobonds, and futures and options market services. It also provides agricultural banking; foreign trade services; multinational banking; cash management, including payment management, liquidity management, e-solutions, salary payments, cheques/promissory notes, direct debiting system, automatic collection system, and retailer cards; private banking and asset management services; expat banking; and payment services comprising taxes, student fees, bills, cheque, money transfer, Western Union, and private school, insurance, consumer loan, credit card, and rent payments. In addition, the company offers insurance, such as compulsory earthquake, motor vehicles compulsory third party liability, comprehensive motor, health, personal accident, workplace, life critical illness, credit card payment protection, and loan payment protection insurance products; and pension fund services. Further, it is involved in reinsurance, real estate investment trust, house brokerage, facility management, and publishing activities. Türkiye Is Bankasi A.S. was founded in 1924 and is headquartered in Istanbul, Turkey.",0.31,Infinity,473240.4,1.5579962,23.813000000000002,1000,2.32E+11,55245160448,5500000,5808000,974357.5,Bilinmiyor,,Bilinmiyor,3.61455E+11,5500000,0,0,37.362637362637365,464.47678326233967,,388069.2130363722,2.058012390759007
ISBIR.IS,ISBIR HOLDING,Consumer Cyclical,"Furnishings, Fixtures & Appliances","Isbir Holding A.S., through its subsidiaries, primarily engages in the production of home furnishing products in Turkey. The company provides canvas, greenhouse covers, under-carpet and lined products, unlined valve bags, mesh bags and heavy-duty bags made of polyurethane; flexible sponge; and foam products for used as basic input of beds, armchairs, sofas and sitting groups, home textiles, manufacturing sector, auto upholstery, packaging, heat, and sound insulation applications. It also manufactures and sells cow mattresses under the trade names of mattresses, bed bases, and ranchbeds; and under the brands of ÄÅbir Bedding and ÄÅbir Ziraat. The company was incorporated in 1968 and is headquartered in Ankara, Turkey.",1.064,92.81818,0.7057685,0.7160874,2.938,32387000,5499238912,161556768,103.2,167,88,27988,0.47000000000000003,Bilinmiyor,3937935616,102.0999984741211,-6.757992261,-13.10638428,-20.98403154,11.22031551530121,,1120.9292165234547,0.7382744687017108
ISBTR.IS,IS BANKASI (B),Financial Services,Banks - Regional,"Türkiye Is Bankasi A.S. provides various banking products and services in Turkey. The company offers personal, car, house, cash, and non-cash loans; debit and credit cards; and deposit and investment products and services, such as mutual funds, gold, term deposits, non-term deposits, debt instruments, equities, warrants, eurobonds, and futures and options market services. It also provides agricultural banking; foreign trade services; multinational banking; cash management, including payment management, liquidity management, e-solutions, salary payments, cheques/promissory notes, direct debiting system, automatic collection system, and retailer cards; private banking and asset management services; expat banking; and payment services comprising taxes, student fees, bills, cheque, money transfer, Western Union, and private school, insurance, consumer loan, credit card, and rent payments. In addition, the company offers insurance, such as compulsory earthquake, motor vehicles compulsory third party liability, comprehensive motor, health, personal accident, workplace, life critical illness, credit card payment protection, and loan payment protection insurance products; and pension fund services. Further, it is involved in reinsurance, real estate investment trust, house brokerage, facility management, and publishing activities. Türkiye Is Bankasi A.S. was founded in 1924 and is headquartered in Istanbul, Turkey.",0.31,833.3375,43022.07,1.4472058,23.813000000000002,202997,2.32E+11,55245160448,500000,831502.5,421000,4,,Bilinmiyor,3.35751E+11,500002.5,-2.343738556,-16.10696309,-26.87670011,0.2090538302182774,,11539.814559584696,1.0380548662634947
ISCTR.IS,IS BANKASI (C),Financial Services,Banks - Regional,"Türkiye Is Bankasi A.S. provides various banking products and services in Turkey. The company offers personal, car, house, cash, and non-cash loans; debit and credit cards; and deposit and investment products and services, such as mutual funds, gold, term deposits, non-term deposits, debt instruments, equities, warrants, eurobonds, and futures and options market services. It also provides agricultural banking; foreign trade services; multinational banking; cash management, including payment management, liquidity management, e-solutions, salary payments, cheques/promissory notes, direct debiting system, automatic collection system, and retailer cards; private banking and asset management services; expat banking; and payment services comprising taxes, student fees, bills, cheque, money transfer, Western Union, and private school, insurance, consumer loan, credit card, and rent payments. In addition, the company offers insurance, such as compulsory earthquake, motor vehicles compulsory third party liability, comprehensive motor, health, personal accident, workplace, life critical illness, credit card payment protection, and loan payment protection insurance products; and pension fund services. Further, it is involved in reinsurance, real estate investment trust, house brokerage, facility management, and publishing activities. Türkiye Is Bankasi A.S. was founded in 1924 and is headquartered in Istanbul, Turkey.",0.31,4.614286,1.1116848,1.4550841,23.813000000000002,24999999488,2.32E+11,55245160448,12.85,17.77,8.632,461316670,2.1999999999999997,Bilinmiyor,3.37579E+11,12.920000076293945,-4.296295731,-8.368796264,-22.86567119,46.512197812418215,,1250.4900349152254,0.4598361757440032
ISDMR.IS,ISKENDERUN DEMIR CELIK,Basic Materials,Steel,"Iskenderun Demir ve Çelik A.S. produces and sells flat steel products in Turkey. It offers hot-rolled flat steel products, such as rolled or steel sheet metals, and plates. The company also provides deep drawable steel for the automotive industry; wheel and chassis steel for the production of wheel and chassis parts; hot rolled pipe steels for transport of water/oil/natural gas; pressure vessel, pipes, industrial thermal vessel, and heat exchangers; and hot rolled steel for welded gas cylinders used in the manufacture of LPG cylinders. In addition, it offers long products, including thin wire, welding wire, tire wire, fasteners, PC strands and springs; and billets used for the manufacture of coil, construction steel, profile, rail, and seamless pipe. Further, the company provides aftersales, laboratory and calibration, steel, and port services. The company was incorporated in 1968 and is based in Hatay, Turkey. Iskenderun Demir ve Çelik A.S. is a subsidiary of Eregli Demir ve Çelik Fabrikalari T.A.S.",0.457,8.364372,1.1241702,1.0156136,12.139,2900000000,1.17986E+11,14322655232,41.58,44.66,32.16,5234593,1.2,Bilinmiyor,1.19828E+11,41.31999969482422,10.245464779850337,14.969396977430769,5.948717166215946,24.58667752,,612.2912572805853,0.4041759251376443
ISFIN.IS,IS FIN.KIR.,Financial Services,Credit Services,"Is Finansal Kiralama Anonim Sirketi engages in financial leasing services in Turkey and internationally. The company's leasing products include sale and lease back, software leasing, and operational leasing. It also provides secondhand market services, insurance transactions, and after sales services. The company was incorporated in 1988 and is headquartered in Istanbul, Turkey.",0.581,5.016064,1.1165743,2.3253644,49.723998,650302976,3492908032,1736816000,12.27,17.26,10.13,4641520,,Bilinmiyor,8122284032,12.489999771118164,10.044047148312233,8.608693662,-23.37423095,11.517856998407108,,266.2756438927055,0.5203774488772127
ISGSY.IS,IS GIRISIM,Bilinmiyor,Bilinmiyor,"Is Girisim Sermayesi Yatirim Ortakligi AS is private equity and venture capital arm of Turkiye Is Bankasi AS specializing in mezzanine, early venture, mid venture, late venture, development, emerging growth, mature, middle market, and expansion stages and considers acquisitions, management buyout, workout or turnaround, growth capital recapitalization, restructurings, and privatization investments in small and medium sized enterprises. It seeks to make investments in companies operating in the retail; branded FMCG; services with a focus on catering, security, facility management, and logistics; healthcare and pharmaceuticals; building materials; chemicals; education; tourism; energy; TMT (technology, media, telecom); and information technology, materials, industrials, consumer discretionary, consumer staples, energy; media; food, beverage and tobacco sectors. The firm seeks to invest in companies based in Turkey, and in international markets. It typically invests between TRY 10 million ($0.31 million) and TRY 40 million ($1.24 million) per project. The firm may seek co-investor for higher investments and takes both minority and majority stakes in its portfolio companies. The firm's investments through equity investment, convertible debt, or structured debt-equity mix, are generally made by means of growth capital or project-based restructuring transactions. It typically invests in equity or convertible bonds and exits its investments between three years and seven years through an initial public offering, strategic sale, or sale back to the original shareholders. Is Girisim Sermayesi Yatirim Ortakligi AS was founded in 2000 and is based in Istanbul, Turkey.",1.038,Bilinmiyor,0.71790946,1.2292433,58.208000000000006,68016704,2165647616,1260573184,37.1,39.98,19.9,4384948,,Bilinmiyor,2662107904,35.65999984741211,10.334158985536018,56.266434374668805,31.68389936,71.44231324717863,,861.1859698315029,0.627794465
